review_num,orig_idx,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,has_review_text,is_truncated,product_review_count,coverage_tier,age_band,rating_rec_conflict,stratum
64,20017,1180,54,I would keep it if it was not asymmetrical,"I wish there were be fewer asymmetrical tops in the store. i see many tops i like until i discover they have an asymmetrical hem and are longer in the back, which i do not prefer.",4,0,2,General,Tops,Blouses,True,False,2,thin,50-59,True,CONFLICT
65,19284,1092,27,Fits like a bag :(,"I was stoked to get this dress, and it is truly beautiful, but the fit is so awful. it was like being swallowed up by a bag. i ordered my usual size 6; i'm 5'7"" 140 lbs, and a bra size 34dd, but the dress just fell on me like a sack. i was so disappointed!! had to return.",4,0,0,General Petite,Dresses,Dresses,True,False,220,sufficient,18-29,True,CONFLICT
66,13040,1078,39,Does really run large,"I found this dress to run large (like the other reviewers have mentioned). the quality is really nice, and the sweater fabric is a nice touch. it hit me right above the knee, and i an 5'5"". it is a purplish pink (as pictured). if it fits you properly, you will be pleased with the quality, color and unique style.",4,0,0,General Petite,Dresses,Dresses,True,False,1024,sufficient,30-39,True,CONFLICT
67,10126,820,34,Could be cute on the right person,I wanted to love this shirt. it's not my usual style buy it looked so great online. unfortunately the actual shirt is much more brown in color and design than i thought looking online. i'm fair coloring & it just wasn't flattering. i'm thin but have a larger chest and this style just wasn't right for me. could definitely be cute on someone else but not a good match for me.,2,1,3,General Petite,Tops,Blouses,True,False,211,sufficient,30-39,True,CONFLICT
68,9674,865,33,Love it!,I didn't realize how much i would love this. wore it to work the other day and got more compliments than i have in a very long time on an outfit! it's comfortable and easy and flattering. bought this totally on a whim and so glad i did!,5,0,0,General,Tops,Knits,True,False,134,sufficient,30-39,True,CONFLICT
69,16987,984,57,,Love the jacket! so versatile! would probably order up a size if you like a loose fit.,1,1,2,General,Jackets,Jackets,True,False,175,sufficient,50-59,True,CONFLICT
70,18666,1104,55,,"This is a cute dress, but not for me. 1. i think it runs very small, 2. it is super textured so if you don't want to add bulk (aka pounds) to your frame, this probably isn't for you. it's too bad it's online only because i would have benefitted from trying this on first. i'm sure it's probably adorable on smaller, thinner people. unfortunately, mine is going back.",1,1,3,General,Dresses,Dresses,True,False,185,sufficient,50-59,True,CONFLICT
71,12334,823,52,Very see through,"I ordered this shirt online and didn't even try it on... it is super see through and i would need to wear a tank underneath and i don't want to have that extra layer in the summer.
it is cute though!",2,1,0,General Petite,Tops,Blouses,True,False,105,sufficient,50-59,True,CONFLICT
72,22976,1008,34,"Everyday skirt, but just okay","The reason for the title above is this skirt doesn't wow me. i felt like i could find this anywhere, and i don't go to retailer for such things. they have definitely mainstreamed more and more over the years....
__________
pros:
- tts. i tried on a large (and i'm normally either a 10 or 12) and it fit well and hung well on my hourglass and wider hips without billowing out.
- flows nicely! it does have a great movement to it.
- a good everyday skirt.
- not sheer at all. it is lined.
- when y",2,1,13,General Petite,Bottoms,Skirts,True,True,186,sufficient,30-39,True,CONFLICT
73,15755,865,36,Returned immediately,"First, the product arrived in a very small bag that made for many, many wrinkles - almost impossible to determine what it might look like. shame on retailer for sending their items in this manner. secondly, i don't know how individuals wear this with a bra. the back is cut so low that my bra back band partially showed - not my idea of a good look. third, the front necessitated a cami, and there is no way a cami can be worn due to how it is cut in the back. returning now, and i just received it.",4,0,10,General,Tops,Knits,True,False,134,sufficient,30-39,True,CONFLICT
74,11776,1052,33,,I was so excited to get these. i paid for two day shipping and ordered medium and large . sadly they did not fit. i usually wear medium but ordered both just in case. i'm very disappointed that they run so small and are not true to size. they are super cute from someone skinny.,2,1,8,General Petite,Bottoms,Pants,True,False,37,sufficient,30-39,True,CONFLICT
75,9624,872,51,Nippley,"Lovely cut, pretty creamy color, great top for strong shoulders, however. the upper section of this top is way more sheer than it appears in the photos. there is no bra that would really work with it--unless you want to embrace the undergarment visibility and go with one that has really pretty straps. just be sure the bra fits especially well, because any back fat will absolutely show. if you go without a bra, though: headlights. so there's that.",4,0,2,General,Tops,Knits,True,False,545,sufficient,50-59,True,CONFLICT
76,9441,898,46,Too small!,"Had to return this for a couple of reasons: 1) was too small! it's made like one of those tiny mittens that stretches to fit any size hand. i didn't bother to order a size up because i wasn't sure whether to go from a small to a medium or to a large. 2) the main color isn't grey, like the picture. it's a black and white checkered pattern. so, it doesn't look at all grey irl.

i'm still recommending because, if you get the right size, and like the colors, it will be a nice, light and comfy swea",2,1,1,General,Tops,Fine gauge,True,True,28,sufficient,40-49,True,CONFLICT
77,3499,872,52,Love this top!,This top is one of my retailer faves! it is so comfortable and love the quality and design. i receive many compliments on this top. i usually wear an xs or s in retailer tops and the xs was a little tight in the arms. the dressing room attendant suggested ordering a petite small so i wouldn't lose the shape. so glad i did. it fits perfect! i even ordered when it was on sale!! the gray color is perfect! its not too thick or thin.,5,0,2,General,Tops,Knits,True,False,545,sufficient,50-59,True,CONFLICT
78,22619,455,34,This is a zippered hoodie,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,1,1,7,Initmates,Intimate,Lounge,True,False,5,thin,30-39,True,CONFLICT
79,21233,1126,27,No shoulder mobility,"1st, this jacket fits true to size. 2nd, the shoulders are too tight (design--not sizing), as other reviewers have noted. it's such a beautiful design and material, so it's unfortunate that the shoulders are so tight the jacket is a little impractical.

i purchased this jacket with 40% off sale price. i'm not sure it's worth it for such oversight on shoulder mobility.",4,0,0,General,Jackets,Outerwear,True,False,42,sufficient,18-29,True,CONFLICT
80,21950,1074,42,Beautiful fabric,"I ordered this in a 4 (34b, 140lbs., 5'8"") because it looked like it would run big, and it definitely does! the 4 fit comfortably but the cut of this dress made me look about 10 lbs. heavier than i am. i am pear-shaped and this dress made me look very bottom heavy, so i returned it. that said, the material is gorgeous!, as it is the perfect weight and the colors are much more striking and complementary in person. if i had a straight(er) silhouette and a larger bust, this dress would have been a",2,1,2,General,Dresses,Dresses,True,False,45,sufficient,40-49,True,CONFLICT
81,20789,1078,29,Pretty dress. fit was not for me.,"I love this maxi dress. it is fitted up top and very maxi like on the bottom. it was to much fabric for me, the dress made me look heavier than i am. i am 5'9' and 160. i fit in the medium. the dress just didn't do anything for my body type - curvy. i think you need to be fairly lean to look nice in this dress. sadly, i had to return. maeve makes great maxi's, unfortunately they don't fit me correctly.",4,0,3,General Petite,Dresses,Dresses,True,False,1024,sufficient,18-29,True,CONFLICT
82,20991,1070,45,Flattering and comfy,"I love these leggings! the material is a bit thicker than your typical leggings material so it hugs without being too clingy like spandex. the fit i's somewhere between leggings and skinny pants. the suede fabric feels soft and looks to be of good quality. the petite fit works perfectly for me as well, no bunching at the ankles. i can see these being a staple in the upcoming months.",5,0,1,General,Bottoms,Pants,True,False,46,sufficient,40-49,True,CONFLICT
83,18307,1112,36,Not like picture,"I really wanted to love this coat. it is well made and unique. i usually buy the petite versions but they were sold out.
however i went ahead and purchased a regular size because i wanted a second winter coat.
sadly, it looked more like a cocoon coat on me. it stuck out at the back. probably because it was not a petite. it pulled across my chest, like shoulders were too short. for reference, i am 5 feet, 109lbs, and a 32d.
i didn't mind the fluffiness of the top portion and the tie is useful for",4,0,0,General,Jackets,Outerwear,True,True,9,thin,30-39,True,CONFLICT
84,7740,872,44,Odd neckline,"I loved the color and design until i tried it on in the store. i am 5'5"" with a slender build. i tried my usual xs but couldn't manage to put this shirt on me without risking smear my makeup or scratch my face by the elastic band at the neckline. the band is so small even fully stretched out. i have a normal sized head just in case you wonder... i gave up after wrestling with it. i can only imagine how uncomfortable to wear something with a tight elastic band choking me...funny... but not funny.",1,1,0,General,Tops,Knits,True,True,545,sufficient,40-49,True,CONFLICT
85,4120,121,32,"Lovely top, but too tight",The top is a pretty design. it's a low v-neck. but it would be nice for layering. it was just way to tight. runs small. order up a size.,4,0,0,Initmates,Intimate,Layering,True,False,6,thin,30-39,True,CONFLICT
86,16189,1081,68,,"This is an extremely flattering dress. i couldn't resist buying it, even though i didn't come into the store looking for a dressier dress, which i feel this is. once i tried it on, i had to purchase it. its one of those things that i know i won't regret because at some point, an occasion will show up that i'll wear it to. its soft, comfy and flowing and accentuates the body's curves without being too tight or clingy. its a classic!",1,1,1,General Petite,Dresses,Dresses,True,False,581,sufficient,60+,True,CONFLICT
87,5067,1095,27,You cannot wash,"As another reviewer pointed out, although the tag inside the dress says that you can machine wash in cold water, the color around the popsicles will bleed! this is extremely disappointing. i'm hoping it can either be fixed with dye remover, or that retailer will take this item back. would only dry clean this item.",2,1,1,General Petite,Dresses,Dresses,True,False,327,sufficient,18-29,True,CONFLICT
88,13096,1020,40,Just okay,"The skirt is not as form fitting as i had hoped. it is a lot of material that is flowy and billowy, not straight and pencil-like as shown as in the pictures. the material and design is just okay- not super wowed by it. i did size down but feel like i might need to size down even more to get more of a fitted look.",4,0,0,General,Bottoms,Skirts,True,False,158,sufficient,40-49,True,CONFLICT
89,1616,1059,85,Nice pants if you have super tiny calves,"Unique print but not great execution. the pant legs are very tight, i have average sized calves and i sized up one size. the hook closure was oddly tight and difficult to clasp. when i first saw the color it looked like burnt sienna or a dried blood color. too bad this didn't work out.",2,1,2,General,Bottoms,Pants,True,False,294,sufficient,60+,True,CONFLICT
90,2427,939,39,,Beautiful jacket and i got lots of compliments. true to size. it's not thick but it's very warm.,1,1,0,General,Tops,Sweaters,True,False,83,sufficient,30-39,True,CONFLICT
91,10565,860,61,Who was the petite fit model for this?,"I wanted to love this so much that i ordered in both a mp and sp. both have gone back. i'm petite and curvy - particularly on top. i wear petites 90% of the time. this didn't fit like a petite - it was cut like full size in every way - particularly the arm holes and length. when the mp didn't fit (i always start trying on in the larger size), i thought - well surely the small will be better. i considered keeping because i would wear it with jackets over it, then decided that was crazy. disappoin",2,0,5,General,Tops,Knits,True,True,288,sufficient,60+,False,TRUNCATED
92,6676,552,50,Unique jeans,"I love these jeans. i am usually a size 27 or 28 in boyfriend jeans and i kept the size 28. i chose the baggier fit. the size 27 did fit, but it was a more fitted look. so i guess i would say you could definitely go with your regular boyfriend size and pick the fit that you prefer. i really feel like this is a jean that you should try on before purchasing, but the availability of these makes it almost impossible. i literally stalked the site so i could purchase both sizes and choose the ones tha",5,1,1,General,Trend,Trend,True,True,4,thin,50-59,False,TRUNCATED
93,5715,819,62,A new favorite!,"This top is gorgeous and better than the web photo. i love that it goes with the off-the-shoulder trend while allowing for a normal bra - in fact, it even has the little snaps at the shoulders to hold your straps in place (awesome detail). the ruffled portion looks good over or under your arms, length hit at about my hip (5'7"" with long torso; 125lbs, 32b) and, and it has an overall flowy but not sacklike fit. i found this to fit tts (bought my usual s). beautiful vivid print looks great with wh",5,1,8,General,Tops,Blouses,True,True,61,sufficient,60+,False,TRUNCATED
94,14580,850,64,Love the ikat print,"A while back the moss ikat print appealed to me online but sometimes these style tops look maternity on me so i passed up. well abt a month ago i spotted the 'moss' in the store & had to try it! it really is cute & love the print even more in person. the size 4 was fine but the armholes exposed the bra a little & i wondered if it wld be a little too short after washing. well, the size 6 was a little longer & a tad more flowy, & oddly the armholes covered the bra (the 4 didn't). i went w/ the siz",5,1,2,General Petite,Tops,Blouses,True,True,338,sufficient,60+,False,TRUNCATED
95,16684,1110,44,Elegant casual,"This is an understated elegant denim dress. the fabric color is just the right fade and thickness (not too thin and not too thick) which is appropriate for most occasions. it?s very soft and can get a bit wrinkly but nothing major. my local retailer has only the regular size and it's true to size, size 6 (my usual size for holding horses brand) fit well around the bust and waist area (i?m 34b, 26 waist, 36 hips; busty gals may want to size up). this dress shows cleavage so if you?re conscious like",5,1,9,General,Dresses,Dresses,True,True,480,sufficient,40-49,False,TRUNCATED
96,14818,1103,31,Awkward to wear,"This dress is beautiful, made with high-quality fabric, unique design and color, etc.
but it fits so weird! i am hourglass shaped so this dress seemed pretty ideal, but i just couldn't make it work. it was heavy and awkward feeling when on, the clasp at the breast would definitely not stay closed long, and would undoubtedly need replacing sooner than later. the sleeves are too fluttery and long. the dress itself is just too bulky and has too much of that beautiful fabric. maybe a really tall, s",3,0,0,General,Dresses,Dresses,True,True,36,sufficient,30-39,False,TRUNCATED
97,21594,1077,39,Nice enough,"Too bad the blue one is sold out in my size (petite), i ordered the 00p, based on feedback at m store that it runs big, that was a good choice (i am 5'1.5"", 115 lbs#. 

the material teds to wrinkle though, so will have to think about keeping it.

cut is flattering, i like it with the belt like the picture on the model, but was nice too with the drawstring and a nice chunky necklace #bought black dress, so gold necklace is nice).

length was mid calf, but because it has a rounded hem, it wa",4,1,15,General,Dresses,Dresses,True,True,297,sufficient,30-39,False,TRUNCATED
98,5534,1081,41,"Pretty, airy dress","I tried the pink color on in the fall and liked it but wasn't sure how much i'd wear it for the price. i ordered down a size in the maize for the holidays when it went on sale. i think i prefered the subtlety of the pink/blush color. the maize is a goldenrod yellow, not as light a shade as it looks in the online picture. i'll still keep it because it is super comfy, though the sequins don't show as well as on the blush. it will look cute with leggings and boots or high heels. i didn't find it to",4,1,0,General,Dresses,Dresses,True,True,581,sufficient,40-49,False,TRUNCATED
99,3413,836,42,Soft & pretty!,"I wasn't sure about this top online. in the picture, it sort of looks like it juts out after the tie. but the reviews said it was really soft and flattering on. i wasn't sure exactly how the sizing translated (numbers vs letters), so i ventured into the store. i am normally either an xxs or xs in most retailer tops. i went with size 2. i think i would have been ok in the 0, but it might have gotten a bit snug in the shoulder area sizing down. and with the front tie, it can be cinched in to create",5,1,4,General Petite,Tops,Blouses,True,True,205,sufficient,40-49,False,TRUNCATED
100,5450,909,46,"Orange color is pretty, quality is poor","I ordered the orange in size xl. the fit on me matches the model other than being a little shorter in length.

the quality is bad. i ordered two of these sweaters and both arrived, new in the packages, with one having a small hole. the knit is so thin, as is the base material. the arms are basically see-through. it doesn't offer any warmth because of the thinness. i layered a long-sleeved white tee underneath which helped. the edge of the sleeves stretched out within an hour. i also had two area",2,0,0,General,Tops,Fine gauge,True,True,122,sufficient,40-49,False,TRUNCATED
101,16663,417,37,Perfect shorts,"I love these shorts! they are cuter in person than online. they fit perfectly--casual, somewhat loose, airy feeling. i am 5'3, 105 lbs, took my usual size 25. i wear shorts a little lower on my waist, and i prefer the looser fit. if you plan to wear them up higher on your waist, you can probably size down, but i didn't want to worry about shrinkage, and i wanted them to be easy and comfy. they washed nicely (machine wash, cold, laid flat), light iron touch up. i ordered in moss green, nice color",5,1,0,General,Bottoms,Shorts,True,True,12,thin,30-39,False,TRUNCATED
102,3823,996,45,Lovely skirt for the fall,"Very nice casual corduroy skirt for the fall. it sits nicely at the waist and the asymmetrical cut gives it some visual interest. it has a slightly a-line shape and the side seams round up a couple of inches. i took a point off for it not being lined, and the closure relies on the zipper alone instead of having a hook along with the zipper. i took my usual small and like how it fits. my only concern is that it is a little on the short side for me but since it's a fall skirt and will always be wo",5,1,9,General Petite,Bottoms,Skirts,True,True,88,sufficient,40-49,False,TRUNCATED
103,14909,1098,33,Worth the hype,"I had been hearing about this dress for months and was so excited to see they brought it back in more colors. the reviews i read claimed it runs small in the chest area. i'm a true pear shape (23b, i normally wear - size 2, xs, on top and size 4-6 on the bottom, but with dresses i almost always get size 2) because of the swing a nature of the dress i decided to size down with this one. i was nervous how tight it would be up top but i also didn't want it to look like inwas wearing a sack! so i to",5,1,2,General,Dresses,Dresses,True,True,86,sufficient,30-39,False,TRUNCATED
104,4800,829,46,"Size 16 cut inconsistently, too small","This top was a big disappointment. i ordered two of the grey motif with the print of the forest animals in size 16. neither of them fit well, but one was cut much smaller than the other. i've had this problem with all of the numerically-sized buttondown style of maeve tops. i don't understand why in size 14 & 16, this keeps happening. that's why i purchase two of each. usually one fits and the other doesn't. this time, unfortunately, neither worked. they both were too tight in the arms/shoulders",1,0,3,General,Tops,Blouses,True,True,527,sufficient,40-49,False,TRUNCATED
105,17590,1086,42,This dress is not like in the photo irl,"I really like this dress but after looking at the photo, it doesn't look like this, well at least on me. granted, i am 36dd so that might be part of the reason, but this dress is definitely trapeze style. i love the look but am cringing at the thought that someone is going to think i am pregnant. because of this, a belt is a must. plus it is the only way to achieve the look in the photos because it is a lot fuller in real life. 

another nice touch to this dress is that versatility with the ru",3,1,2,General,Dresses,Dresses,True,True,291,sufficient,40-49,False,TRUNCATED
106,1016,936,28,Beautiful design but not great quality.,"I'll start with saying that it's a beautiful coat- i get tons of compliments and love the color. it runs a little big but it's meant to have to a slouchy, oversized quality to it. my only complaint is that i've had it for about 3 weeks and already one button has completely fallen off and the two inside fasteners already feel loose and very delicate. there's no extra buttons to replace the old one with and i'm worried more of the coat is going to fall apart. super bummed about the construction qu",3,1,4,General,Tops,Sweaters,True,True,358,sufficient,18-29,False,TRUNCATED
107,12222,301,35,"Good, not great...","I had ordered another retailer suit awhile back in an xl because my usual lg was not available, and lets say i was swimming in the xl, much to big. so when this suit came up for sale i snatched it up in lg. when i compare the two, the lg is over 4inches smaller than the xl, seems like quite a big jump in the sizing. the suit fits in the body quite well, however it's a bit snug in the side bust area. strangely, the suit has boning on the side of the bust, and also the silicone grip on the top edge,",3,0,2,Initmates,Intimate,Swim,True,True,4,thin,30-39,False,TRUNCATED
108,15497,1022,66,Almost,"Having never tried this brand, i didn't know what to expect. these are a boyfriend cut with a straight leg, not fitted like a skinny jean. the fabric is soft and lightweight, definitely a summer time jean. the stripes are nice, subtle but noticeable. i ordered the 31's, i'm a size 12 and they fit okay. i have a tummy and the jeans fit oddly in the front crotch area, almost tight and clearly defining the dreaded camel toe. i tried them with a variety of undergarments with the same result every ti",4,1,0,General,Bottoms,Jeans,True,True,204,sufficient,60+,False,TRUNCATED
109,3011,1082,45,Cute....but,"This is a cute, flattering dress, however the drop-waist, the short length and the odd-length sleeves (shorter than shown in the photos!!!) added up to me feeling like i was dressing way to young. it just didn't convey an elegant, mature vibe. this dress is perfect for a 20s-30s woman who wants a versatile dress to wear on many occasions. it's great because it's not too expensive and you could wear it with any type of shoes.

my big problem is the lack of transparency regarding the actual slee",3,1,1,General,Dresses,Dresses,True,True,147,sufficient,40-49,False,TRUNCATED
110,301,984,38,Perfect denim jacket,"I have been searching for the perfect denim jacket and this it! i love the darker color, more modern day less 80s. it runs a little small. i am always either a s or xs at retailer. lately, their clothes seem to be running a little bigger, so i have been an xs in most tops. when i order online, i never know which size to get. i ordered an xs, however it was very tight in the arms and across the shoulders. i wanted to be able to roll the sleeves up, so i returned it for a s and it fits great. i was",5,1,0,General Petite,Jackets,Jackets,True,True,175,sufficient,30-39,False,TRUNCATED
111,3919,460,38,Gto for a summer night out,"This romper is my new go to outfit for a summer night out. the material is light weight, not flimsy. you could dress up or down. the bottoms are the perfect length. i'm a bit short-waisted, 5'7"",125lbs and the small fit.",5,1,0,General,Bottoms,Shorts,True,False,15,thin,30-39,False,POSITIVE
112,326,836,43,Better in person,"I didn't think anything of this top online (i really don't care for how they styled it) but in store it was more interesting. i'm currently anywhere between a 2-4-6 / xs-s-m, depending on the style, 5'3"" 120lb 34b. size 2 regular in this top fit me perfectly. for some reason, on me, the sleeves were elongating and flattering (closer to my elbow) and the overall length hit me perfectly at the hip like on the model, the fabric is lightweight and therefore slightly sheer but, due to the color and p",5,1,1,General,Tops,Blouses,True,True,205,sufficient,40-49,False,POSITIVE
113,9407,1094,39,Boho and beautiful,"Love this dress. it is airy, lightweight, and comfortable - the kind of dress i'm sure i will wear all summer long. from the pics online i thought the sleeves would have embroidered detail, however it was just the print of the fabric. i like it just the same. it comes with a slip underneath so it swings nicely. i ordered it in both a s and xs. there is plenty of fabric and it is not at all cling-y so the xs was fine. excited to wear it!",5,1,1,General Petite,Dresses,Dresses,True,False,756,sufficient,30-39,False,POSITIVE
114,21862,868,65,So soft,"The fabric on this top is just so soft. it's a thin cotton knit, and drapes beautifully.

the top runs tts, but.....it is tailored to the body. it's not loose and wide in the width. the length hits the top of the hips just as shown.

this works for casual or dress. for dress, i just put a fancy rhinestone pin over where the knot is. btw, i bought this in black, which is why adding the pin glams it up. although i bought it in black, it's not sheer so a cami isn't needed.",5,1,1,General,Tops,Knits,True,False,430,sufficient,60+,False,POSITIVE
115,22948,1107,58,Comfortable knit dress,"I'm a 12/14 and i got a large and the dress fits nicely through the hips/seat. i'm kind of pear shaped so it's a bit large through the top, but i intend to layer another knit top under it so that's ok. 
 i didn't want the knit dress to be too tight or else it would stretch out after sitting. i like the colors and the fabric. the weave is loose and after snagging it on my glasses taking it off i'm careful with it. it will be nice into fall with a sweater.",5,1,2,General Petite,Dresses,Dresses,True,False,27,sufficient,50-59,False,POSITIVE
116,13819,898,72,Love,"Runs small. great quality. haven't washed it yet, but guessing it will shrink if i dry it. awesome texture- waffle knit. i got the stripe. it has a removable palm tree pin!",5,1,0,General,Tops,Fine gauge,True,False,28,sufficient,60+,False,POSITIVE
117,8457,510,40,,"I love elosie sleepwear, everything is well made and beautiful designs. i am 5'5"" and wear a size 4, the small fits great. i love the embroidery it is a nice touch, and the pink is a pretty contrast.",5,1,2,General Petite,Intimate,Lounge,True,False,3,thin,40-49,False,POSITIVE
118,14438,1078,35,"Beautiful bright color, form fitting.","I wasn't sure the color would be good on me (pale with reddish hair) but it is great for my complexion. on to the fit...it fits small, imo. i'm a 10, sometimes 8. i got the 10 and it is very form fitting. don't get me wrong, it does a great job of holding it all in and giving a great overall silhouette. but, it's not that comfy to sit in and i have to suck in to have a flat belly in it. trying to decide if i should send back and try a 12??",5,1,1,General Petite,Dresses,Dresses,True,False,1024,sufficient,30-39,False,POSITIVE
119,3773,1025,73,"Great fit, great wash. don't stretch out!","These are my new favorite jeans. the gray wash is nice, and the distressing is subtle enough that i can wear these to work. the rise is high enough that i don't need to worry about bending over but not so high that they get near my belly button. and the description is true: they don't stretch! i'm a loyal ag stevie shopper, and the fit on these is similar... just a little skinnier in the ankles, maybe. true to size. a little long, so i'll probably hem them a couple of inches.",5,1,1,General,Bottoms,Jeans,True,False,125,sufficient,60+,False,POSITIVE
120,16071,1068,63,,"Pants are professional, super comfortable and color matches loads of tops. love them.",5,1,0,General Petite,Bottoms,Pants,True,False,114,sufficient,60+,False,POSITIVE
